
let p = 1/2

%BEGIN rPTSA config
restriction := 2
q0 := q
m0 := m0
gamma0 := root
%END rPTSA config
    
%BEGIN rPTSA rules
(q, m0, root, 1, (q, m_a_1, up g1))
(q_end, m_b_897, root, 1, (q, m_b_898, up g898))
(q, m0, g898, p, (q, cont, up g898))
(q, m0, g898, 1 - p, (q_end, endStr, down))
(q_end, cont, g898, 1, (q_end, cont, down))
(q, cont, g898, 1, (q, cont, up g898))
(q, endStr, g898, 1, (q_end, endStr, down))
(q_end, m_a_898, root, 1, (q, m_a_899, up g899))
(q_end, m_b_898, root, 1, (q, m_b_899, up g899))
(q, m0, g899, p, (q, cont, up g899))
(q, m0, g899, 1 - p, (q_end, endStr, down))
(q_end, cont, g899, 1, (q_end, cont, down))
(q, cont, g899, 1, (q, cont, up g899))
(q, endStr, g899, 1, (q_end, endStr, down))
(q_end, m_a_899, root, 1, (q, m_a_900, up g900))
(q_end, m_b_899, root, 1, (q, m_b_900, up g900))
(q, m0, g900, p, (q, cont, up g900))
(q, m0, g900, 1 - p, (q_end, endStr, down))
(q_end, cont, g900, 1, (q_end, cont, down))
(q, cont, g900, 1, (q, cont, up g900))
(q, endStr, g900, 1, (q_end, endStr, down))
(q_end, m_a_900, root, 1, (q, m_a_901, up g901))
(q_end, m_b_900, root, 1, (q, m_b_901, up g901))
(q, m0, g901, p, (q, cont, up g901))
(q, m0, g901, 1 - p, (q_end, endStr, down))
(q_end, cont, g901, 1, (q_end, cont, down))
(q, cont, g901, 1, (q, cont, up g901))
(q, endStr, g901, 1, (q_end, endStr, down))
(q_end, m_a_901, root, 1, (q, m_a_902, up g902))
(q_end, m_b_901, root, 1, (q, m_b_902, up g902))
(q, m0, g902, p, (q, cont, up g902))
(q, m0, g902, 1 - p, (q_end, endStr, down))
(q_end, cont, g902, 1, (q_end, cont, down))
(q, cont, g902, 1, (q, cont, up g902))
(q, endStr, g902, 1, (q_end, endStr, down))
(q_end, m_a_902, root, 1, (q, m_a_903, up g903))
(q_end, m_b_902, root, 1, (q, m_b_903, up g903))
(q, m0, g903, p, (q, cont, up g903))
(q, m0, g903, 1 - p, (q_end, endStr, down))
(q_end, cont, g903, 1, (q_end, cont, down))
(q, cont, g903, 1, (q, cont, up g903))
(q, endStr, g903, 1, (q_end, endStr, down))
(q_end, m_a_903, root, 1, (q, m_a_904, up g904))
(q_end, m_b_903, root, 1, (q, m_b_904, up g904))
(q, m0, g904, p, (q, cont, up g904))
(q, m0, g904, 1 - p, (q_end, endStr, down))
(q_end, cont, g904, 1, (q_end, cont, down))
(q, cont, g904, 1, (q, cont, up g904))
(q, endStr, g904, 1, (q_end, endStr, down))
(q_end, m_a_904, root, 1, (q, m_a_905, up g905))
(q_end, m_b_904, root, 1, (q, m_b_905, up g905))
(q, m0, g905, p, (q, cont, up g905))
(q, m0, g905, 1 - p, (q_end, endStr, down))
(q_end, cont, g905, 1, (q_end, cont, down))
(q, cont, g905, 1, (q, cont, up g905))
(q, endStr, g905, 1, (q_end, endStr, down))
(q_end, m_a_905, root, 1, (q, m_a_906, up g906))
(q_end, m_b_905, root, 1, (q, m_b_906, up g906))
(q, m0, g906, p, (q, cont, up g906))
(q, m0, g906, 1 - p, (q_end, endStr, down))
(q_end, cont, g906, 1, (q_end, cont, down))
(q, cont, g906, 1, (q, cont, up g906))
(q, endStr, g906, 1, (q_end, endStr, down))
(q_end, m_a_906, root, 1, (q, m_a_907, up g907))
(q_end, m_b_906, root, 1, (q, m_b_907, up g907))
(q, m0, g907, p, (q, cont, up g907))
(q, m0, g907, 1 - p, (q_end, endStr, down))
(q_end, cont, g907, 1, (q_end, cont, down))
(q, cont, g907, 1, (q, cont, up g907))
(q, endStr, g907, 1, (q_end, endStr, down))
(q_end, m_a_907, root, 1, (q, m_a_908, up g908))
(q_end, m_b_907, root, 1, (q, m_b_908, up g908))
(q, m0, g908, p, (q, cont, up g908))
(q, m0, g908, 1 - p, (q_end, endStr, down))
(q_end, cont, g908, 1, (q_end, cont, down))
(q, cont, g908, 1, (q, cont, up g908))
(q, endStr, g908, 1, (q_end, endStr, down))
(q_end, m_a_908, root, 1, (q, m_a_909, up g909))
(q_end, m_b_908, root, 1, (q, m_b_909, up g909))
(q, m0, g909, p, (q, cont, up g909))
(q, m0, g909, 1 - p, (q_end, endStr, down))
(q_end, cont, g909, 1, (q_end, cont, down))
(q, cont, g909, 1, (q, cont, up g909))
(q, endStr, g909, 1, (q_end, endStr, down))
(q_end, m_a_909, root, 1, (q, m_a_910, up g910))
(q_end, m_b_909, root, 1, (q, m_b_910, up g910))
(q, m0, g910, p, (q, cont, up g910))
(q, m0, g910, 1 - p, (q_end, endStr, down))
(q_end, cont, g910, 1, (q_end, cont, down))
(q, cont, g910, 1, (q, cont, up g910))
(q, endStr, g910, 1, (q_end, endStr, down))
(q_end, m_a_910, root, 1, (q, m_a_911, up g911))
(q_end, m_b_910, root, 1, (q, m_b_911, up g911))
(q, m0, g911, p, (q, cont, up g911))
(q, m0, g911, 1 - p, (q_end, endStr, down))
(q_end, cont, g911, 1, (q_end, cont, down))
(q, cont, g911, 1, (q, cont, up g911))
(q, endStr, g911, 1, (q_end, endStr, down))
(q_end, m_a_911, root, 1, (q, m_a_912, up g912))
(q_end, m_b_911, root, 1, (q, m_b_912, up g912))
(q, m0, g912, p, (q, cont, up g912))
(q, m0, g912, 1 - p, (q_end, endStr, down))
(q_end, cont, g912, 1, (q_end, cont, down))
(q, cont, g912, 1, (q, cont, up g912))
(q, endStr, g912, 1, (q_end, endStr, down))
(q_end, m_a_912, root, 1, (q, m_a_913, up g913))
(q_end, m_b_912, root, 1, (q, m_b_913, up g913))
(q, m0, g913, p, (q, cont, up g913))
(q, m0, g913, 1 - p, (q_end, endStr, down))
(q_end, cont, g913, 1, (q_end, cont, down))
(q, cont, g913, 1, (q, cont, up g913))
(q, endStr, g913, 1, (q_end, endStr, down))
(q_end, m_a_913, root, 1, (q, m_a_914, up g914))
(q_end, m_b_913, root, 1, (q, m_b_914, up g914))
(q, m0, g914, p, (q, cont, up g914))
(q, m0, g914, 1 - p, (q_end, endStr, down))
(q_end, cont, g914, 1, (q_end, cont, down))
(q, cont, g914, 1, (q, cont, up g914))
(q, endStr, g914, 1, (q_end, endStr, down))
(q_end, m_a_914, root, 1, (q, m_a_915, up g915))
(q_end, m_b_914, root, 1, (q, m_b_915, up g915))
(q, m0, g915, p, (q, cont, up g915))
(q, m0, g915, 1 - p, (q_end, endStr, down))
(q_end, cont, g915, 1, (q_end, cont, down))
(q, cont, g915, 1, (q, cont, up g915))
(q, endStr, g915, 1, (q_end, endStr, down))
(q_end, m_a_915, root, 1, (q, m_a_916, up g916))
(q_end, m_b_915, root, 1, (q, m_b_916, up g916))
(q, m0, g916, p, (q, cont, up g916))
(q, m0, g916, 1 - p, (q_end, endStr, down))
(q_end, cont, g916, 1, (q_end, cont, down))
(q, cont, g916, 1, (q, cont, up g916))
(q, endStr, g916, 1, (q_end, endStr, down))
(q_end, m_a_916, root, 1, (q, m_a_917, up g917))
(q_end, m_b_916, root, 1, (q, m_b_917, up g917))
(q, m0, g917, p, (q, cont, up g917))
(q, m0, g917, 1 - p, (q_end, endStr, down))
(q_end, cont, g917, 1, (q_end, cont, down))
(q, cont, g917, 1, (q, cont, up g917))
(q, endStr, g917, 1, (q_end, endStr, down))
(q_end, m_a_917, root, 1, (q, m_a_918, up g918))
(q_end, m_b_917, root, 1, (q, m_b_918, up g918))
(q, m0, g918, p, (q, cont, up g918))
(q, m0, g918, 1 - p, (q_end, endStr, down))
(q_end, cont, g918, 1, (q_end, cont, down))
(q, cont, g918, 1, (q, cont, up g918))
(q, endStr, g918, 1, (q_end, endStr, down))
(q_end, m_a_918, root, 1, (q, m_a_919, up g919))
(q_end, m_b_918, root, 1, (q, m_b_919, up g919))
(q, m0, g919, p, (q, cont, up g919))
(q, m0, g919, 1 - p, (q_end, endStr, down))
(q_end, cont, g919, 1, (q_end, cont, down))
(q, cont, g919, 1, (q, cont, up g919))
(q, endStr, g919, 1, (q_end, endStr, down))
(q_end, m_a_919, root, 1, (q, m_a_920, up g920))
(q_end, m_b_919, root, 1, (q, m_b_920, up g920))
(q, m0, g920, p, (q, cont, up g920))
(q, m0, g920, 1 - p, (q_end, endStr, down))
(q_end, cont, g920, 1, (q_end, cont, down))
(q, cont, g920, 1, (q, cont, up g920))
(q, endStr, g920, 1, (q_end, endStr, down))
(q_end, m_a_920, root, 1, (q, m_a_921, up g921))
(q_end, m_b_920, root, 1, (q, m_b_921, up g921))
(q, m0, g921, p, (q, cont, up g921))
(q, m0, g921, 1 - p, (q_end, endStr, down))
(q_end, cont, g921, 1, (q_end, cont, down))
(q, cont, g921, 1, (q, cont, up g921))
(q, endStr, g921, 1, (q_end, endStr, down))
(q_end, m_a_921, root, 1, (q, m_a_922, up g922))
(q_end, m_b_921, root, 1, (q, m_b_922, up g922))
(q, m0, g922, p, (q, cont, up g922))
(q, m0, g922, 1 - p, (q_end, endStr, down))
(q_end, cont, g922, 1, (q_end, cont, down))
(q, cont, g922, 1, (q, cont, up g922))
(q, endStr, g922, 1, (q_end, endStr, down))
(q_end, m_a_922, root, 1, (q, m_a_923, up g923))
(q_end, m_b_922, root, 1, (q, m_b_923, up g923))
(q, m0, g923, p, (q, cont, up g923))
(q, m0, g923, 1 - p, (q_end, endStr, down))
(q_end, cont, g923, 1, (q_end, cont, down))
(q, cont, g923, 1, (q, cont, up g923))
(q, endStr, g923, 1, (q_end, endStr, down))
(q_end, m_a_923, root, 1, (q, m_a_924, up g924))
(q_end, m_b_923, root, 1, (q, m_b_924, up g924))
(q, m0, g924, p, (q, cont, up g924))
(q, m0, g924, 1 - p, (q_end, endStr, down))
(q_end, cont, g924, 1, (q_end, cont, down))
(q, cont, g924, 1, (q, cont, up g924))
(q, endStr, g924, 1, (q_end, endStr, down))
(q_end, m_a_924, root, 1, (q, m_a_925, up g925))
(q_end, m_b_924, root, 1, (q, m_b_925, up g925))
(q, m0, g925, p, (q, cont, up g925))
(q, m0, g925, 1 - p, (q_end, endStr, down))
(q_end, cont, g925, 1, (q_end, cont, down))
(q, cont, g925, 1, (q, cont, up g925))
(q, endStr, g925, 1, (q_end, endStr, down))
(q_end, m_a_925, root, 1, (q, m_a_926, up g926))
(q_end, m_b_925, root, 1, (q, m_b_926, up g926))
(q, m0, g926, p, (q, cont, up g926))
(q, m0, g926, 1 - p, (q_end, endStr, down))
(q_end, cont, g926, 1, (q_end, cont, down))
(q, cont, g926, 1, (q, cont, up g926))
(q, endStr, g926, 1, (q_end, endStr, down))
(q_end, m_a_926, root, 1, (q, m_a_927, up g927))
(q_end, m_b_926, root, 1, (q, m_b_927, up g927))
(q, m0, g927, p, (q, cont, up g927))
(q, m0, g927, 1 - p, (q_end, endStr, down))
(q_end, cont, g927, 1, (q_end, cont, down))
(q, cont, g927, 1, (q, cont, up g927))
(q, endStr, g927, 1, (q_end, endStr, down))
(q_end, m_a_927, root, 1, (q, m_a_928, up g928))
(q_end, m_b_927, root, 1, (q, m_b_928, up g928))
(q, m0, g928, p, (q, cont, up g928))
(q, m0, g928, 1 - p, (q_end, endStr, down))
(q_end, cont, g928, 1, (q_end, cont, down))
(q, cont, g928, 1, (q, cont, up g928))
(q, endStr, g928, 1, (q_end, endStr, down))
(q_end, m_a_928, root, 1, (q, m_a_929, up g929))
(q_end, m_b_928, root, 1, (q, m_b_929, up g929))
(q, m0, g929, p, (q, cont, up g929))
(q, m0, g929, 1 - p, (q_end, endStr, down))
(q_end, cont, g929, 1, (q_end, cont, down))
(q, cont, g929, 1, (q, cont, up g929))
(q, endStr, g929, 1, (q_end, endStr, down))
(q_end, m_a_929, root, 1, (q, m_a_930, up g930))
(q_end, m_b_929, root, 1, (q, m_b_930, up g930))
(q, m0, g930, p, (q, cont, up g930))
(q, m0, g930, 1 - p, (q_end, endStr, down))
(q_end, cont, g930, 1, (q_end, cont, down))
(q, cont, g930, 1, (q, cont, up g930))
(q, endStr, g930, 1, (q_end, endStr, down))
(q_end, m_a_930, root, 1, (q, m_a_931, up g931))
(q_end, m_b_930, root, 1, (q, m_b_931, up g931))
(q, m0, g931, p, (q, cont, up g931))
(q, m0, g931, 1 - p, (q_end, endStr, down))
(q_end, cont, g931, 1, (q_end, cont, down))
(q, cont, g931, 1, (q, cont, up g931))
(q, endStr, g931, 1, (q_end, endStr, down))
(q_end, m_a_931, root, 1, (q, m_a_932, up g932))
(q_end, m_b_931, root, 1, (q, m_b_932, up g932))
(q, m0, g932, p, (q, cont, up g932))
(q, m0, g932, 1 - p, (q_end, endStr, down))
(q_end, cont, g932, 1, (q_end, cont, down))
(q, cont, g932, 1, (q, cont, up g932))
(q, endStr, g932, 1, (q_end, endStr, down))
(q_end, m_a_932, root, 1, (q, m_a_933, up g933))
(q_end, m_b_932, root, 1, (q, m_b_933, up g933))
(q, m0, g933, p, (q, cont, up g933))
(q, m0, g933, 1 - p, (q_end, endStr, down))
(q_end, cont, g933, 1, (q_end, cont, down))
(q, cont, g933, 1, (q, cont, up g933))
(q, endStr, g933, 1, (q_end, endStr, down))
(q_end, m_a_933, root, 1, (q, m_a_934, up g934))
(q_end, m_b_933, root, 1, (q, m_b_934, up g934))
(q, m0, g934, p, (q, cont, up g934))
(q, m0, g934, 1 - p, (q_end, endStr, down))
(q_end, cont, g934, 1, (q_end, cont, down))
(q, cont, g934, 1, (q, cont, up g934))
(q, endStr, g934, 1, (q_end, endStr, down))
(q_end, m_a_934, root, 1, (q, m_a_935, up g935))
(q_end, m_b_934, root, 1, (q, m_b_935, up g935))
(q, m0, g935, p, (q, cont, up g935))
(q, m0, g935, 1 - p, (q_end, endStr, down))
(q_end, cont, g935, 1, (q_end, cont, down))
(q, cont, g935, 1, (q, cont, up g935))
(q, endStr, g935, 1, (q_end, endStr, down))
(q_end, m_a_935, root, 1, (q, m_a_936, up g936))
(q_end, m_b_935, root, 1, (q, m_b_936, up g936))
(q, m0, g936, p, (q, cont, up g936))
(q, m0, g936, 1 - p, (q_end, endStr, down))
(q_end, cont, g936, 1, (q_end, cont, down))
(q, cont, g936, 1, (q, cont, up g936))
(q, endStr, g936, 1, (q_end, endStr, down))
(q_end, m_a_936, root, 1, (q, m_a_937, up g937))
(q_end, m_b_936, root, 1, (q, m_b_937, up g937))
(q, m0, g937, p, (q, cont, up g937))
(q, m0, g937, 1 - p, (q_end, endStr, down))
(q_end, cont, g937, 1, (q_end, cont, down))
(q, cont, g937, 1, (q, cont, up g937))
(q, endStr, g937, 1, (q_end, endStr, down))
(q_end, m_a_937, root, 1, (q, m_a_938, up g938))
(q_end, m_b_937, root, 1, (q, m_b_938, up g938))
(q, m0, g938, p, (q, cont, up g938))
(q, m0, g938, 1 - p, (q_end, endStr, down))
(q_end, cont, g938, 1, (q_end, cont, down))
(q, cont, g938, 1, (q, cont, up g938))
(q, endStr, g938, 1, (q_end, endStr, down))
(q_end, m_a_938, root, 1, (q, m_a_939, up g939))
(q_end, m_b_938, root, 1, (q, m_b_939, up g939))
(q, m0, g939, p, (q, cont, up g939))
(q, m0, g939, 1 - p, (q_end, endStr, down))
(q_end, cont, g939, 1, (q_end, cont, down))
(q, cont, g939, 1, (q, cont, up g939))
(q, endStr, g939, 1, (q_end, endStr, down))
(q_end, m_a_939, root, 1, (q, m_a_940, up g940))
(q_end, m_b_939, root, 1, (q, m_b_940, up g940))
(q, m0, g940, p, (q, cont, up g940))
(q, m0, g940, 1 - p, (q_end, endStr, down))
(q_end, cont, g940, 1, (q_end, cont, down))
(q, cont, g940, 1, (q, cont, up g940))
(q, endStr, g940, 1, (q_end, endStr, down))
(q_end, m_a_940, root, 1, (q, m_a_941, up g941))
(q_end, m_b_940, root, 1, (q, m_b_941, up g941))
(q, m0, g941, p, (q, cont, up g941))
(q, m0, g941, 1 - p, (q_end, endStr, down))
(q_end, cont, g941, 1, (q_end, cont, down))
(q, cont, g941, 1, (q, cont, up g941))
(q, endStr, g941, 1, (q_end, endStr, down))
(q_end, m_a_941, root, 1, (q, m_a_942, up g942))
(q_end, m_b_941, root, 1, (q, m_b_942, up g942))
(q, m0, g942, p, (q, cont, up g942))
(q, m0, g942, 1 - p, (q_end, endStr, down))
(q_end, cont, g942, 1, (q_end, cont, down))
(q, cont, g942, 1, (q, cont, up g942))
(q, endStr, g942, 1, (q_end, endStr, down))
(q_end, m_a_942, root, 1, (q, m_a_943, up g943))
(q_end, m_b_942, root, 1, (q, m_b_943, up g943))
(q, m0, g943, p, (q, cont, up g943))
(q, m0, g943, 1 - p, (q_end, endStr, down))
(q_end, cont, g943, 1, (q_end, cont, down))
(q, cont, g943, 1, (q, cont, up g943))
(q, endStr, g943, 1, (q_end, endStr, down))
(q_end, m_a_943, root, 1, (q, m_a_944, up g944))
(q_end, m_b_943, root, 1, (q, m_b_944, up g944))
(q, m0, g944, p, (q, cont, up g944))
(q, m0, g944, 1 - p, (q_end, endStr, down))
(q_end, cont, g944, 1, (q_end, cont, down))
(q, cont, g944, 1, (q, cont, up g944))
(q, endStr, g944, 1, (q_end, endStr, down))
(q_end, m_a_944, root, 1, (q, m_a_945, up g945))
(q_end, m_b_944, root, 1, (q, m_b_945, up g945))
(q, m0, g945, p, (q, cont, up g945))
(q, m0, g945, 1 - p, (q_end, endStr, down))
(q_end, cont, g945, 1, (q_end, cont, down))
(q, cont, g945, 1, (q, cont, up g945))
(q, endStr, g945, 1, (q_end, endStr, down))
(q_end, m_a_945, root, 1, (q, m_a_946, up g946))
(q_end, m_b_945, root, 1, (q, m_b_946, up g946))
(q, m0, g946, p, (q, cont, up g946))
(q, m0, g946, 1 - p, (q_end, endStr, down))
(q_end, cont, g946, 1, (q_end, cont, down))
(q, cont, g946, 1, (q, cont, up g946))
(q, endStr, g946, 1, (q_end, endStr, down))
(q_end, m_a_946, root, 1, (q, m_a_947, up g947))
(q_end, m_b_946, root, 1, (q, m_b_947, up g947))
(q, m0, g947, p, (q, cont, up g947))
(q, m0, g947, 1 - p, (q_end, endStr, down))
(q_end, cont, g947, 1, (q_end, cont, down))
(q, cont, g947, 1, (q, cont, up g947))
(q, endStr, g947, 1, (q_end, endStr, down))
(q_end, m_a_947, root, 1, (q, m_a_948, up g948))
(q_end, m_b_947, root, 1, (q, m_b_948, up g948))
(q, m0, g948, p, (q, cont, up g948))
(q, m0, g948, 1 - p, (q_end, endStr, down))
(q_end, cont, g948, 1, (q_end, cont, down))
(q, cont, g948, 1, (q, cont, up g948))
(q, endStr, g948, 1, (q_end, endStr, down))
(q_end, m_a_948, root, 1, (q, m_a_949, up g949))
(q_end, m_b_948, root, 1, (q, m_b_949, up g949))
(q, m0, g949, p, (q, cont, up g949))
(q, m0, g949, 1 - p, (q_end, endStr, down))
(q_end, cont, g949, 1, (q_end, cont, down))
(q, cont, g949, 1, (q, cont, up g949))
(q, endStr, g949, 1, (q_end, endStr, down))
(q_end, m_a_949, root, 1, (q, m_a_950, up g950))
(q_end, m_b_949, root, 1, (q, m_b_950, up g950))
(q, m0, g950, p, (q, cont, up g950))
(q, m0, g950, 1 - p, (q_end, endStr, down))
(q_end, cont, g950, 1, (q_end, cont, down))
(q, cont, g950, 1, (q, cont, up g950))
(q, endStr, g950, 1, (q_end, endStr, down))
(q_end, m_a_950, root, 1, (q, m_a_951, up g951))
(q_end, m_b_950, root, 1, (q, m_b_951, up g951))
(q, m0, g951, p, (q, cont, up g951))
(q, m0, g951, 1 - p, (q_end, endStr, down))
(q_end, cont, g951, 1, (q_end, cont, down))
(q, cont, g951, 1, (q, cont, up g951))
(q, endStr, g951, 1, (q_end, endStr, down))
(q_end, m_a_951, root, 1, (q, m_a_952, up g952))
(q_end, m_b_951, root, 1, (q, m_b_952, up g952))
(q, m0, g952, p, (q, cont, up g952))
(q, m0, g952, 1 - p, (q_end, endStr, down))
(q_end, cont, g952, 1, (q_end, cont, down))
(q, cont, g952, 1, (q, cont, up g952))
(q, endStr, g952, 1, (q_end, endStr, down))
(q_end, m_a_952, root, 1, (q, m_a_953, up g953))
(q_end, m_b_952, root, 1, (q, m_b_953, up g953))
(q, m0, g953, p, (q, cont, up g953))
(q, m0, g953, 1 - p, (q_end, endStr, down))
(q_end, cont, g953, 1, (q_end, cont, down))
(q, cont, g953, 1, (q, cont, up g953))
(q, endStr, g953, 1, (q_end, endStr, down))
(q_end, m_a_953, root, 1, (q, m_a_954, up g954))
(q_end, m_b_953, root, 1, (q, m_b_954, up g954))
(q, m0, g954, p, (q, cont, up g954))
(q, m0, g954, 1 - p, (q_end, endStr, down))
(q_end, cont, g954, 1, (q_end, cont, down))
(q, cont, g954, 1, (q, cont, up g954))
(q, endStr, g954, 1, (q_end, endStr, down))
(q_end, m_a_954, root, 1, (q, m_a_955, up g955))
(q_end, m_b_954, root, 1, (q, m_b_955, up g955))
(q, m0, g955, p, (q, cont, up g955))
(q, m0, g955, 1 - p, (q_end, endStr, down))
(q_end, cont, g955, 1, (q_end, cont, down))
(q, cont, g955, 1, (q, cont, up g955))
(q, endStr, g955, 1, (q_end, endStr, down))
(q_end, m_a_955, root, 1, (q, m_a_956, up g956))
(q_end, m_b_955, root, 1, (q, m_b_956, up g956))
(q, m0, g956, p, (q, cont, up g956))
(q, m0, g956, 1 - p, (q_end, endStr, down))
(q_end, cont, g956, 1, (q_end, cont, down))
(q, cont, g956, 1, (q, cont, up g956))
(q, endStr, g956, 1, (q_end, endStr, down))
(q_end, m_a_956, root, 1, (q, m_a_957, up g957))
(q_end, m_b_956, root, 1, (q, m_b_957, up g957))
(q, m0, g957, p, (q, cont, up g957))
(q, m0, g957, 1 - p, (q_end, endStr, down))
(q_end, cont, g957, 1, (q_end, cont, down))
(q, cont, g957, 1, (q, cont, up g957))
(q, endStr, g957, 1, (q_end, endStr, down))
(q_end, m_a_957, root, 1, (q, m_a_958, up g958))
(q_end, m_b_957, root, 1, (q, m_b_958, up g958))
(q, m0, g958, p, (q, cont, up g958))
(q, m0, g958, 1 - p, (q_end, endStr, down))
(q_end, cont, g958, 1, (q_end, cont, down))
(q, cont, g958, 1, (q, cont, up g958))
(q, endStr, g958, 1, (q_end, endStr, down))
(q_end, m_a_958, root, 1, (q, m_a_959, up g959))
(q_end, m_b_958, root, 1, (q, m_b_959, up g959))
(q, m0, g959, p, (q, cont, up g959))
(q, m0, g959, 1 - p, (q_end, endStr, down))
(q_end, cont, g959, 1, (q_end, cont, down))
(q, cont, g959, 1, (q, cont, up g959))
(q, endStr, g959, 1, (q_end, endStr, down))
(q_end, m_a_959, root, 1, (q, m_a_960, up g960))
(q_end, m_b_959, root, 1, (q, m_b_960, up g960))
(q, m0, g960, p, (q, cont, up g960))
(q, m0, g960, 1 - p, (q_end, endStr, down))
(q_end, cont, g960, 1, (q_end, cont, down))
(q, cont, g960, 1, (q, cont, up g960))
(q, endStr, g960, 1, (q_end, endStr, down))
(q_end, m_a_960, root, 1, (q, m_a_961, up g961))
(q_end, m_b_960, root, 1, (q, m_b_961, up g961))
(q, m0, g961, p, (q, cont, up g961))
(q, m0, g961, 1 - p, (q_end, endStr, down))
(q_end, cont, g961, 1, (q_end, cont, down))
(q, cont, g961, 1, (q, cont, up g961))
(q, endStr, g961, 1, (q_end, endStr, down))
(q_end, m_a_961, root, 1, (q, m_a_962, up g962))
(q_end, m_b_961, root, 1, (q, m_b_962, up g962))
(q, m0, g962, p, (q, cont, up g962))
(q, m0, g962, 1 - p, (q_end, endStr, down))
(q_end, cont, g962, 1, (q_end, cont, down))
(q, cont, g962, 1, (q, cont, up g962))
(q, endStr, g962, 1, (q_end, endStr, down))
(q_end, m_a_962, root, 1, (q, m_a_963, up g963))
(q_end, m_b_962, root, 1, (q, m_b_963, up g963))
(q, m0, g963, p, (q, cont, up g963))
(q, m0, g963, 1 - p, (q_end, endStr, down))
(q_end, cont, g963, 1, (q_end, cont, down))
(q, cont, g963, 1, (q, cont, up g963))
(q, endStr, g963, 1, (q_end, endStr, down))
(q_end, m_a_963, root, 1, (q, m_a_964, up g964))
(q_end, m_b_963, root, 1, (q, m_b_964, up g964))
(q, m0, g964, p, (q, cont, up g964))
(q, m0, g964, 1 - p, (q_end, endStr, down))
(q_end, cont, g964, 1, (q_end, cont, down))
(q, cont, g964, 1, (q, cont, up g964))
(q, endStr, g964, 1, (q_end, endStr, down))
(q_end, m_a_964, root, 1, (q, m_a_965, up g965))
(q_end, m_b_964, root, 1, (q, m_b_965, up g965))
(q, m0, g965, p, (q, cont, up g965))
(q, m0, g965, 1 - p, (q_end, endStr, down))
(q_end, cont, g965, 1, (q_end, cont, down))
(q, cont, g965, 1, (q, cont, up g965))
(q, endStr, g965, 1, (q_end, endStr, down))
(q_end, m_a_965, root, 1, (q, m_a_966, up g966))
(q_end, m_b_965, root, 1, (q, m_b_966, up g966))
(q, m0, g966, p, (q, cont, up g966))
(q, m0, g966, 1 - p, (q_end, endStr, down))
(q_end, cont, g966, 1, (q_end, cont, down))
(q, cont, g966, 1, (q, cont, up g966))
(q, endStr, g966, 1, (q_end, endStr, down))
(q_end, m_a_966, root, 1, (q, m_a_967, up g967))
(q_end, m_b_966, root, 1, (q, m_b_967, up g967))
(q, m0, g967, p, (q, cont, up g967))
(q, m0, g967, 1 - p, (q_end, endStr, down))
(q_end, cont, g967, 1, (q_end, cont, down))
(q, cont, g967, 1, (q, cont, up g967))
(q, endStr, g967, 1, (q_end, endStr, down))
(q_end, m_a_967, root, 1, (q, m_a_968, up g968))
(q_end, m_b_967, root, 1, (q, m_b_968, up g968))
(q, m0, g968, p, (q, cont, up g968))
(q, m0, g968, 1 - p, (q_end, endStr, down))
(q_end, cont, g968, 1, (q_end, cont, down))
(q, cont, g968, 1, (q, cont, up g968))
(q, endStr, g968, 1, (q_end, endStr, down))
